title,project_description,gse_id,keywords,notes,timepoints,time_type,doses,vaccine_type,pathogen_type,target_pathogen,specific_pathogen,target_antigen,specific_antigen,adjuvanted,viral_vector,main_sample_source,specific_sample_source,administration_route,sequencing,gpl,gdstype,taxon,pdat,suppfile,pubmedids
Intranasal administration of adenoviral vaccines expressing SARS-CoV-2 spike protein improves vaccine immunity in mouse models,"Intranasal vaccines can prime or recruit to the respiratory epithelium mucosal immune cells capable of preventing transmission of SARS-CoV-2. We found that a single intranasal dose of serotype 5-based adenoviral vectors expressing either the receptor binding domain (Ad5-RBD) or the complete ectodomain (Ad5-S) of the SARS-CoV-2 spike protein was effective in inducing i) secretory and serum anti-spike IgA and IgG, ii) robust SARS-CoV-2-neutralizing activity in the serum and in respiratory secretions, iii) rigorous spike-directed T helper 1 cell/cytotoxic T cell immunity, and iv) protection of wild-type mice from a challenge with the SARS-CoV-2 beta variant. Our data confirm and extend previous studies reporting promising preclinical results on vector-based intranasal SARS-CoV-2 vaccination, and support the potential of this approach to elicit mucosal immunity for preventing reinfection and transmission of SARS-CoV-2 more effectively than the currently available vaccines. Overall design: Here we report a comprehensive series of studies to explore the intranasal vaccines using various mouse models, including HLA class II-humanized transgenic strains. To improve SARS-CoV-2 vaccine efficacy, and to better address the global demand for safe and affordable vaccines against COVID-19, we have developed two human adenovirus 5-vectored vaccines, one expressing an RBD fragment (Ad5-RBD) and the other a long version of the spike protein (Ad5-S). To test the efficacy of an Ad5-vectored, codon-optimized RBD vaccine (Ad5-RBD), we performed dose testing by single treatment via the nose (intranasal, i.n.) or muscle (intramuscular, i.m.) of wildtype Balb/c and HLA-DQB1*06:02 transgenic Ab0 NOD (HLA-DQ6) mice.",GSE223476,"adenovirus, Ad5, sarscov2, intranasal, rbd, spike, muscle",NA,?,NA,NA,VV,Virus,SARS-CoV-2,NA,Spike,NA,NA,Ad (Ad5),Respiratory secretion,NA,IN,Bulk,GPL19057,Expression profiling by high throughput sequencing,Mus musculus,2023/05/01,"TSV, XLS",37085458
Intranasal administration of adenoviral vaccines expressing SARS-CoV-2 spike protein improves vaccine immunity in mouse models,"Intranasal vaccines can prime or recruit to the respiratory epithelium mucosal immune cells capable of preventing transmission of SARS-CoV-2. We found that a single intranasal dose of serotype 5-based adenoviral vectors expressing either the receptor binding domain (Ad5-RBD) or the complete ectodomain (Ad5-S) of the SARS-CoV-2 spike protein was effective in inducing i) secretory and serum anti-spike IgA and IgG, ii) robust SARS-CoV-2-neutralizing activity in the serum and in respiratory secretions, iii) rigorous spike-directed T helper 1 cell/cytotoxic T cell immunity, and iv) protection of wild-type mice from a challenge with the SARS-CoV-2 beta variant. Our data confirm and extend previous studies reporting promising preclinical results on vector-based intranasal SARS-CoV-2 vaccination, and support the potential of this approach to elicit mucosal immunity for preventing reinfection and transmission of SARS-CoV-2 more effectively than the currently available vaccines. Overall design: Here we report a comprehensive series of studies to explore the intranasal vaccines using various mouse models, including HLA class II-humanized transgenic strains. To improve SARS-CoV-2 vaccine efficacy, and to better address the global demand for safe and affordable vaccines against COVID-19, we have developed two human adenovirus 5-vectored vaccines, one expressing an RBD fragment (Ad5-RBD) and the other a long version of the spike protein (Ad5-S). To test the efficacy of an Ad5-vectored, codon-optimized RBD vaccine (Ad5-RBD), we performed dose testing by single treatment via the nose (intranasal, i.n.) or muscle (intramuscular, i.m.) of wildtype Balb/c and HLA-DQB1*06:02 transgenic Ab0 NOD (HLA-DQ6) mice.",GSE223476,"adenovirus, Ad5, sarscov2, intranasal, rbd, spike, muscle",NA,?,NA,NA,VV,Virus,SARS-CoV-2,NA,Spike,NA,NA,Ad (Ad5),Blood,NA,IN,scRNAseq,GPL19057,Expression profiling by high throughput sequencing,Mus musculus,2023/05/01,"TSV, XLS",37085458
Intranasal administration of adenoviral vaccines expressing SARS-CoV-2 spike protein improves vaccine immunity in mouse models,"Intranasal vaccines can prime or recruit to the respiratory epithelium mucosal immune cells capable of preventing transmission of SARS-CoV-2. We found that a single intranasal dose of serotype 5-based adenoviral vectors expressing either the receptor binding domain (Ad5-RBD) or the complete ectodomain (Ad5-S) of the SARS-CoV-2 spike protein was effective in inducing i) secretory and serum anti-spike IgA and IgG, ii) robust SARS-CoV-2-neutralizing activity in the serum and in respiratory secretions, iii) rigorous spike-directed T helper 1 cell/cytotoxic T cell immunity, and iv) protection of wild-type mice from a challenge with the SARS-CoV-2 beta variant. Our data confirm and extend previous studies reporting promising preclinical results on vector-based intranasal SARS-CoV-2 vaccination, and support the potential of this approach to elicit mucosal immunity for preventing reinfection and transmission of SARS-CoV-2 more effectively than the currently available vaccines. Overall design: Here we report a comprehensive series of studies to explore the intranasal vaccines using various mouse models, including HLA class II-humanized transgenic strains. To improve SARS-CoV-2 vaccine efficacy, and to better address the global demand for safe and affordable vaccines against COVID-19, we have developed two human adenovirus 5-vectored vaccines, one expressing an RBD fragment (Ad5-RBD) and the other a long version of the spike protein (Ad5-S). To test the efficacy of an Ad5-vectored, codon-optimized RBD vaccine (Ad5-RBD), we performed dose testing by single treatment via the nose (intranasal, i.n.) or muscle (intramuscular, i.m.) of wildtype Balb/c and HLA-DQB1*06:02 transgenic Ab0 NOD (HLA-DQ6) mice.",GSE223476,"adenovirus, Ad5, sarscov2, intranasal, rbd, spike, muscle",NA,?,NA,NA,VV,Virus,SARS-CoV-2,NA,Spike,NA,NA,Ad (Ad5),Blood,NA,IM,scRNAseq,GPL19057,Expression profiling by high throughput sequencing,Mus musculus,2023/05/01,"TSV, XLS",37085458
Intranasal delivery of NS1-deleted influenza virus vectored COVID-19 vaccine restrains the SARS-CoV-2 inflammatory response (Mouse Lung RNA-seq Data),"The emergence of SARS-CoV-2 (Severe Acute Respiratory Syndrome Coronavirus-2) variants and “anatomical escape” characteristics threaten the effectiveness of current coronavirus disease (COVID-19) vaccines. There is an urgent need to understand the immunological mechanism of broad-spectrum respiratory tract protection to guide broader vaccines development. In this study, we investigated immune responses induced by an NS1-deleted influenza virus vectored intranasal COVID-19 vaccine (dNS1-RBD) which provides broad-spectrum protection against SARS-CoV-2 variants. Intranasal delivery of dNS1-RBD induced innate immunity, trained immunity and tissue-resident memory T cells covering the upper and lower respiratory tract. It restrained the inflammatory response by suppressing early phase viral load post SARS-CoV-2 challenge and attenuating pro-inflammatory cytokine (IL-6, IL-1B, and IFN-γ) levels, thereby reducing excess immune-induced tissue injury compared with the control group. By inducing local cellular immunity and trained immunity, intranasal delivery of NS1-deleted influenza virus vectored vaccine represents a broad-spectrum COVID-19 vaccine strategy to reduce disease burden. To investigate the immune response generated by dNS1-RBD vaccine in C57BL/6 mouse lung, we vaccinated C57BL/6 mice and collect the lung samples to sequence for the RNA-seq data, then performed gene expression analysis using data obtained from RNA-seq of 5 different time points before and after vaccinated with dNS1-RBD vaccine. Overall design: Comparative gene expression analysis and enrichment analysis analysis of lung RNA-seq data for non-vaccinated and different time points(1,7,14,28 days post vaccinated)",GSE227647,"sarscov2, rbd, lungs, scrnaseq, influenza, intranasal",NA,1//7//44,Day,NA,VV,Virus,SARS-CoV-2,NA,dNS1-RBD,NA,NA,Influenza,Lung,NA,IN,Bulk,GPL17021,Expression profiling by high throughput sequencing,Mus musculus,2023/05/28,TXT,37433761
Time-dependent enhancement of mRNA vaccines by 4-1BB costimulatory antibodies,"mRNA vaccines have demonstrated efficacy against COVID-19. However, concerns regarding waning immunity and breakthrough infections have motivated the development of next-generation vaccines with enhanced efficacy. In this study, we investigated the impact of 4-1BB costimulation on immune responses elicited by mRNA vaccines in mice. We first vaccinated mice with an mRNA vaccine encoding the SARS-CoV-2 spike antigen like the Moderna and Pfizer-BioNTech vaccines, followed by administration of 4-1BB costimulatory antibodies at various times post-vaccination. Administering 4-1BB costimulatory antibodies during the priming phase did not enhance immune responses. However, administering 4-1BB costimulatory antibodies after 96 hours elicited a significant improvement in CD8 T cell responses, leading to enhanced protection against breakthrough infections. A similar improvement in immune responses was observed with multiple mRNA vaccines, including vaccines against common cold coronavirus, human immunodeficiency virus (HIV), and arenavirus. These findings demonstrate a time-dependent effect by 4-1BB costimulation and provide insights for developing improved mRNA vaccines. Overall design: Bulk RNA-Sequencing of SARS-CoV-2 specific CD8 T cells taken 7 days after vaccination of mice with an mRNA vaccine followed with treatment with a control antibody (n=4) or 4-1BB agonistic antibody (n=4).",GSE260817,"mrna, sarscov2, bulk, tcd8 cells",NA,7.0,Day,NA,RNA,Virus,SARS-CoV-2,NA,Spike,NA,NA,NA,Spleen,TCD8,IM,Bulk,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2024/09/04,TXT,39432667
Vaccine based on immune evasion mutations integrated RBD protein have broad protection against SARS-CoV-2 [mRNA-seq],"Variants of SARS-CoV-2 continue to emerge and evade immunity, resulting in breakthrough infections in vaccinated populations. Continued vaccination with vaccines based on the antigens of newly emerged variants does not necessarily result in long-lasting protection. Thus, there is an urgent need for the development of vaccines with a broad spectrum of protective effects. In this study, we selected hotspot mutations in the receptor binding domain (RBD) based on immune escape properties and integrated them into the original RBD protein to obtain a complexed RBD protein (cRBD). We designed a total of three cRBD (cRBD1-3) and thoroughly evaluated their immunological properties. Compared with the BA.1 RBD protein, the cRBDs induced higher levels and broader spectrum of neutralizing antibodies, with cRBD3 being the best performer. In vivo protective capacity of cRBDs was further validated in Balb/c mice attacked by live virus. In order to investigate the reason for the broad protective efficacy of cRBD, whole blood from mice that had completed the immunization process was subjected to RNA sequencing. Transcriptome analysis revealed that the vaccine was able to stimulate an immune response. Overall design: RNA sequencing for blood collected from Balb/c mice completed immunization process.",GSE261311,"sarscov2, rbd, blood",NA,0//14//21//35//42//56//63,Day,NA,SU,Virus,SARS-CoV-2,NA,RBD,NA,Vac-AS03-10,NA,Blood,NA,No info,Bulk,GPL28330,Expression profiling by high throughput sequencing,Mus musculus,2024/03/15,TXT,
Heterologous immunization combining vector- and mRNA-based vaccine elicits both robust innate and adaptive immune responses,"Heterologous vaccination regimens are increasingly recommended for their potential benefits, including reduced side effects and enhanced immunogenicity. In this study, we investigated the innate and adaptive immune responses elicited by heterologous prime-boost vaccination using adenoviral vector and mRNA vaccines against SARS-CoV-2 in a mouse model. Our findings show that heterologous vaccination induced superior serum neutralizing and binding antibody titers, as well as enhanced cellular immune responses against the Delta and Omicron (BA.5) variants, compared to homologous vaccination. Single-cell transcriptomic analysis at the injection site, conducted 16 hours post-vaccination, revealed that the lipid nanoparticle (LNP)-based mRNA vaccine—and even empty LNP injection—triggered significant immune cell infiltration, while adenoviral vector vaccination caused minimal changes in injection-site cell composition following the first dose. Notably, spike mRNA was predominantly expressed in fibroblasts and macrophages across both vaccine platforms, suggesting these cells’ role in local immune responses. Further analysis demonstrated that the adenoviral vector booster induced amplified immune responses, marked by increased transcriptional changes, particularly in stromal pro-inflammatory pathways. Heterologous vaccination (adenoviral prime, mRNA boost) further intensified these responses compared to homologous mRNA vaccination, indicating that adenoviral priming enhances inflammatory responses when followed by an mRNA boost. In summary, our results demonstrate that heterologous vaccination strategies elicit stronger innate and adaptive immune responses compared to homologous regimens, supporting their use as an effective approach for enhanced protection against variants. Overall design: In this study, we evaluated the immunogenicity of SARS-CoV-2 spike adenoviral vector-based and LNP-mRNA vaccines, administered in both homologous and heterologous prime-boost regimens. Saline (phosphate-buffered saline; PBS) and empty lipid nanoparticle (LNP, formulated without the mRNA component) injections served as controls. To create a single-cell transcriptome atlas of injection-site responses, BALB/c mice were immunized intramuscularly with either mRNA or adenoviral vector vaccines, with a three-week interval between the prime and boost shots.",GSE282488,"sarscov2, heterologous, homologous, mrna, adenovirus, omicron, delta, scRNA,",Heterologous (Ad -> mRNA),NA,NA,NA,RNA,Virus,SARS-CoV-2,NA,Spike,NA,NA,NA,Lymph node,NA,IM,scRNAseq,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2025/01/23,H5,40503231
Heterologous immunization combining vector- and mRNA-based vaccine elicits both robust innate and adaptive immune responses,"Heterologous vaccination regimens are increasingly recommended for their potential benefits, including reduced side effects and enhanced immunogenicity. In this study, we investigated the innate and adaptive immune responses elicited by heterologous prime-boost vaccination using adenoviral vector and mRNA vaccines against SARS-CoV-2 in a mouse model. Our findings show that heterologous vaccination induced superior serum neutralizing and binding antibody titers, as well as enhanced cellular immune responses against the Delta and Omicron (BA.5) variants, compared to homologous vaccination. Single-cell transcriptomic analysis at the injection site, conducted 16 hours post-vaccination, revealed that the lipid nanoparticle (LNP)-based mRNA vaccine—and even empty LNP injection—triggered significant immune cell infiltration, while adenoviral vector vaccination caused minimal changes in injection-site cell composition following the first dose. Notably, spike mRNA was predominantly expressed in fibroblasts and macrophages across both vaccine platforms, suggesting these cells’ role in local immune responses. Further analysis demonstrated that the adenoviral vector booster induced amplified immune responses, marked by increased transcriptional changes, particularly in stromal pro-inflammatory pathways. Heterologous vaccination (adenoviral prime, mRNA boost) further intensified these responses compared to homologous mRNA vaccination, indicating that adenoviral priming enhances inflammatory responses when followed by an mRNA boost. In summary, our results demonstrate that heterologous vaccination strategies elicit stronger innate and adaptive immune responses compared to homologous regimens, supporting their use as an effective approach for enhanced protection against variants. Overall design: In this study, we evaluated the immunogenicity of SARS-CoV-2 spike adenoviral vector-based and LNP-mRNA vaccines, administered in both homologous and heterologous prime-boost regimens. Saline (phosphate-buffered saline; PBS) and empty lipid nanoparticle (LNP, formulated without the mRNA component) injections served as controls. To create a single-cell transcriptome atlas of injection-site responses, BALB/c mice were immunized intramuscularly with either mRNA or adenoviral vector vaccines, with a three-week interval between the prime and boost shots.",GSE282488,"sarscov2, heterologous, homologous, mrna, adenovirus, omicron, delta, scRNA,",Homologous (D1),NA,NA,NA,VV,Virus,SARS-CoV-2,NA,Spike,NA,NA,Ad,Lymph node,NA,IM,scRNAseq,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2025/01/23,H5,40503231
Heterologous immunization combining vector- and mRNA-based vaccine elicits both robust innate and adaptive immune responses,"Heterologous vaccination regimens are increasingly recommended for their potential benefits, including reduced side effects and enhanced immunogenicity. In this study, we investigated the innate and adaptive immune responses elicited by heterologous prime-boost vaccination using adenoviral vector and mRNA vaccines against SARS-CoV-2 in a mouse model. Our findings show that heterologous vaccination induced superior serum neutralizing and binding antibody titers, as well as enhanced cellular immune responses against the Delta and Omicron (BA.5) variants, compared to homologous vaccination. Single-cell transcriptomic analysis at the injection site, conducted 16 hours post-vaccination, revealed that the lipid nanoparticle (LNP)-based mRNA vaccine—and even empty LNP injection—triggered significant immune cell infiltration, while adenoviral vector vaccination caused minimal changes in injection-site cell composition following the first dose. Notably, spike mRNA was predominantly expressed in fibroblasts and macrophages across both vaccine platforms, suggesting these cells’ role in local immune responses. Further analysis demonstrated that the adenoviral vector booster induced amplified immune responses, marked by increased transcriptional changes, particularly in stromal pro-inflammatory pathways. Heterologous vaccination (adenoviral prime, mRNA boost) further intensified these responses compared to homologous mRNA vaccination, indicating that adenoviral priming enhances inflammatory responses when followed by an mRNA boost. In summary, our results demonstrate that heterologous vaccination strategies elicit stronger innate and adaptive immune responses compared to homologous regimens, supporting their use as an effective approach for enhanced protection against variants. Overall design: In this study, we evaluated the immunogenicity of SARS-CoV-2 spike adenoviral vector-based and LNP-mRNA vaccines, administered in both homologous and heterologous prime-boost regimens. Saline (phosphate-buffered saline; PBS) and empty lipid nanoparticle (LNP, formulated without the mRNA component) injections served as controls. To create a single-cell transcriptome atlas of injection-site responses, BALB/c mice were immunized intramuscularly with either mRNA or adenoviral vector vaccines, with a three-week interval between the prime and boost shots.",GSE282488,"sarscov2, heterologous, homologous, mrna, adenovirus, omicron, delta, scRNA,",Homologous (D2),NA,NA,NA,VV,Virus,SARS-CoV-2,NA,Spike,NA,NA,Ad,Lymph node,NA,IM,scRNAseq,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2025/01/23,H5,40503231
Bulk RNA sequencing data of femur bone marrow tissue derived from mice intramuscularly injected with a SARS-CoV2 mRNA vaccine,"SARS-CoV2 mRNA vaccine-induced side effects have been extensively reported in the clinical field. However, the potential toxicity of mRNA vaccines has not been fully identified. We aimed to clarify mRNA vaccine-induced bone marrow toxicity. Six-week-old CrlOri:CD1(ICR) female mice were used. A SARS-CoV2 S protein coding nucleoside-modified mRNA vaccine candidate or D-PBS (Negative control) was intramuscularly injected at left side femoral muscle twice at 2-week intervals (100 ug/head). Mice were sacrificed at 2 days post-secondary injection, and the bulk RNA sequencing for bone marrow of left side femur was performed. Notably, the mRNA vaccine induced significant decrease of erythroid cells in bone marrow. The bone marrow suppression was mediated by the complete mRNA vaccine, but not by mRNA only or LNP only. The RNA sequencing revealed that interferon-stimulated genes (ISGs), cell death-related genes and proteolysis-related genes were significantly upregulated, while erythrocyte development-related genes, hematopoietic cell differentiation-related genes and cytoskeleton-related genes were downregulated, in the bone marrow tissue of mRNA vaccine-injected mice compared to that of only LNP-injected mice. These findings indicate that the mRNA template is mainly involved in the mRNA vaccine-induced bone marrow suppression. We confirmed that the mRNA vaccine can cause pathological changes in bone marrow tissue. Although the underlying mechanism needs to be clarified, our findings suggest that mRNA vaccine-induced bone marrow suppression should be cautiously considered in the pre-clinical developmental process. Overall design: Six-week-old CrlOri:CD1(ICR) female mice were used. A SARS-CoV2 S protein coding nucleoside-modified mRNA vaccine candidate or D-PBS (Negative control) was intramuscularly injected at left side femoral muscle twice at 2-week intervals (100 ug/head). Mice were sacrificed at 2 days post-secondary injection, and the bulk RNA sequencing for bone marrow of left side femur was performed.",GSE292262,"sarscov2, mrna, intramuscular, bulk rnaseq, bone marrow",NA,NA,NA,NA,RNA,Virus,SARS-CoV-2,NA,Spike,NA,NA,NA,Bone marrow,NA,IM,Bulk,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2025/04/01,TAB,
Gene expression signatures to the radiation attenuated Schistosome Vaccine,"The radiation-attenuated (RA) cercarial vaccine is still the best model eliciting high protection levels, although the immune mechanisms have not yet been fully characterized. In order to identify genes and pathways underlying protection we investigated patterns of gene expression in PBMC and skin draining Lymph Nodes (LN) from mice using two exposure comparisons: vaccination with 500 attenuated cercariae versus infection with 500 normal cercariae; one versus three doses. Vaccinated mice were challenged with 120 normal parasites. Integration of PBMC and LN data from the infected group revealed early up-regulation of pathways associated with Th2 skewing and polarization of IgG antibody profiles. Additionally, hemostasis pathways were downregulated in infected mice, correlating with platelet reduction, potentially a mechanism to assist parasite migration through capillary beds. Conversely, up regulation of such mechanisms after vaccination may explain parasite blockade in the lungs. In contrast, a single exposure to attenuated parasites revealed early establishment of a Th1 bias (signaling of IL-1, IFN-γ; and Leishmania infection). Genes encoding chemokines and their receptors were more prominent in vaccinated mice, indicating an enhanced capacity for inflammation, potentially augmenting the inhibition of intravascular migration. Increasing the vaccinations from one to three did not dramatically elevate protection, but there was a clear shift towards antibody-mediated effectors. However, elements of the Th1 bias were still evident. Notable features after three vaccinations were markers of cytotoxicity (including IL-6 and NK cells) together with growth factors and their receptors (FGFR/VEGF/EGF) and the apoptosis pathway. Indeed, there is evidence for the development of anergy after three vaccinations, borne out by the limited responses detected in samples after challenge. We infer that persistence of a Th1 response puts a limit on expression of antibody-mediated mechanisms. This feature may explain the failure of multiple doses to drive protection towards sterile immunity. We suggest that the secretions of lung stage parasites would make a novel cohort of antigens for testing in protection experiments. Overall design: Mice were vaccinated with one dose (V1) or three doses (V3) of 500 attenuated cercariae, or infected (VC) with 500 normal ceracriae. Then, gene expression in mice PBMC was measured in a time course manner at days 7 (7dpi) and 17 (17dpi) after vacination or infection. In addition, the vaccine groups (V1 and V3) and a challenge control (Chc) were challenge with 120 normal cercariae and PBMC gene expression was measured 7 days post-challenge (7dpc). PBMC from control (C) non-treated mice was used to generate the baseline of gene expression. Four to five independent biological replicates were assessed per group (V1, V3, VC and Chc) per time point, and 16 biological replicates from control group (C) were used to generate the baseline of expression for PBMC microarray analysis. All biological replicate consisted of a pool of PBMCs (containing equal amounts of total RNA) from three mice. Data is derived from one independent experiment.  Gene expression in mice skin draining lymph nodes (sdLN) was measured in an independent assay 5 days (5dpi) after one vaccine dose (V1) or three vaccine doses (V3) of 500 attenuated cercariae, or after infection (VC) with 500 normal ceracriae. Three independent biological replicates were assessed per group for sdLN microarray analysis, in which each biological replicate consisted of a pool of sdLNs from three mice. Data is derived from one independent experiment.",GSE164094,"schistosome, attenuated, pbmc, skin, challenge",NA,5//7//17,Day,NA,AT,Protozoa,Schistosome,NA,Whole,NA,NA,NA,Blood,PBMCs,PerC,Microarray,GPL13912,Expression profiling by array,Mus musculus,2021/01/01,TXT,33777004
Gene expression signatures to the radiation attenuated Schistosome Vaccine,"The radiation-attenuated (RA) cercarial vaccine is still the best model eliciting high protection levels, although the immune mechanisms have not yet been fully characterized. In order to identify genes and pathways underlying protection we investigated patterns of gene expression in PBMC and skin draining Lymph Nodes (LN) from mice using two exposure comparisons: vaccination with 500 attenuated cercariae versus infection with 500 normal cercariae; one versus three doses. Vaccinated mice were challenged with 120 normal parasites. Integration of PBMC and LN data from the infected group revealed early up-regulation of pathways associated with Th2 skewing and polarization of IgG antibody profiles. Additionally, hemostasis pathways were downregulated in infected mice, correlating with platelet reduction, potentially a mechanism to assist parasite migration through capillary beds. Conversely, up regulation of such mechanisms after vaccination may explain parasite blockade in the lungs. In contrast, a single exposure to attenuated parasites revealed early establishment of a Th1 bias (signaling of IL-1, IFN-γ; and Leishmania infection). Genes encoding chemokines and their receptors were more prominent in vaccinated mice, indicating an enhanced capacity for inflammation, potentially augmenting the inhibition of intravascular migration. Increasing the vaccinations from one to three did not dramatically elevate protection, but there was a clear shift towards antibody-mediated effectors. However, elements of the Th1 bias were still evident. Notable features after three vaccinations were markers of cytotoxicity (including IL-6 and NK cells) together with growth factors and their receptors (FGFR/VEGF/EGF) and the apoptosis pathway. Indeed, there is evidence for the development of anergy after three vaccinations, borne out by the limited responses detected in samples after challenge. We infer that persistence of a Th1 response puts a limit on expression of antibody-mediated mechanisms. This feature may explain the failure of multiple doses to drive protection towards sterile immunity. We suggest that the secretions of lung stage parasites would make a novel cohort of antigens for testing in protection experiments. Overall design: Mice were vaccinated with one dose (V1) or three doses (V3) of 500 attenuated cercariae, or infected (VC) with 500 normal ceracriae. Then, gene expression in mice PBMC was measured in a time course manner at days 7 (7dpi) and 17 (17dpi) after vacination or infection. In addition, the vaccine groups (V1 and V3) and a challenge control (Chc) were challenge with 120 normal cercariae and PBMC gene expression was measured 7 days post-challenge (7dpc). PBMC from control (C) non-treated mice was used to generate the baseline of gene expression. Four to five independent biological replicates were assessed per group (V1, V3, VC and Chc) per time point, and 16 biological replicates from control group (C) were used to generate the baseline of expression for PBMC microarray analysis. All biological replicate consisted of a pool of PBMCs (containing equal amounts of total RNA) from three mice. Data is derived from one independent experiment.  Gene expression in mice skin draining lymph nodes (sdLN) was measured in an independent assay 5 days (5dpi) after one vaccine dose (V1) or three vaccine doses (V3) of 500 attenuated cercariae, or after infection (VC) with 500 normal ceracriae. Three independent biological replicates were assessed per group for sdLN microarray analysis, in which each biological replicate consisted of a pool of sdLNs from three mice. Data is derived from one independent experiment.",GSE164094,"schistosome, attenuated, pbmc, skin, challenge",NA,5//7//17,Day,NA,AT,Protozoa,Schistosome,NA,Whole,NA,NA,NA,Skin,NA,PerC,Microarray,GPL13912,Expression profiling by array,Mus musculus,2021/01/01,TXT,33777004
Gene expression signatures to the radiation attenuated Schistosome Vaccine,"Despite several decades of research, an effective vaccine against schistosomiasis remains elusive. The radiation-attenuated (RA) cercarial vaccine is still the best model eliciting high protection levels, although the immune mechanisms have not yet been fully elucidated.Transcriptomic data of PBMC from vaccinated and infected C57BL/6 mice in three timepoints (Days 7 and 17 after infection or vaccination, and Day 7 post-challenge) were reanalyzed. In addition, we generated data on PBMC collected 35 days after a high dose infection of 500 cercariae. Gene co-expression networks and Over Representation Analysis (ORA) were performed using the CEMiTool package. Protein-protein interaction networks were constructed using STRING and the hub proteins for each module were identified using Cytoscape.Co-expression network analysis identified a module (M2) associated with the infection process, grouping genes related to Th2 immune response; and a module (M6) associated with the vaccination process, displaying pathways related to Th1 response, CD8+ T cells and NK cells. Within each module, five hub proteins were identified based on protein-protein interaction networks. The M2 infection module hub revealed Chil3, Il4, Cx3cr1, Emr1 and Ccl2; and the (M6) vaccination module presented Prf1, Klrc1, IFN-γ, Ncr1 and Tbx21. Our data point out to the potential role of NK cells that may contribute to the RA vaccine response through the production of IFN-γ orchestrated by the T-bet transcription factor (Tbx21). Overall design: Mice were vaccinated with one dose (V1) or three doses (V3) of 500 attenuated cercariae, or infected (VC) with 500 normal cercariae. Then, gene expression in mice PBMC was measured in a time course manner at day 7 (7dpi) and 17 (17dpi) after vacination or day 7 (7dpi), 17 (17dpi) and 35 (35dpi) after infection. In addition, the vaccine groups (V1 and V3) and a challenge control (Chc) were challenge with 120 normal cercariae and PBMC gene expression was measured 7 days post-challenge (7dpc). PBMC from control (C) non-treated mice was used to generate the baseline of gene expression. Four to five independent biological replicates were assessed per group (V1, V3, VC and Chc) per time point, and 16 biological replicates from control group (C) were used to generate the baseline of expression for PBMC microarray analysis. All biological replicate consisted of a pool of PBMCs (containing equal amounts of total RNA) from three mice. Data is derived from one independent experiment.",GSE222444,"schistosome vaccine, pbmc, attenuated, pbmc",Reanalysis of GSE164094,0//7//17//35,Day,NA,AT,Protozoa,Schistosome,NA,Whole,cercarial,NA,NA,Blood,PBMCs,PerC,Microarray,GPL13912,Expression profiling by array,Mus musculus,2024/01/05,TXT,
Transcriptome analysis of T cells from mice immunized with Sindbis Virus Spike and/or aOX40,Gene expression analysis of spleenic T cells isolated seven days after mice received  prime vaccine doses of Sindbis.Spike and/or aOX40. The hypothesis tested changes in the transcriptome profiles of isolated T cells from vaccinated and unvaccinated mice. Overall design: Total RNA was obtained from isolated T cells seven days after prime vaccine regimen compared to naïve (unvaccinated group).,GSE176203,"sindbis virus, spike",NA,?,NA,NA,SU,Virus,Sindbis virus,NA,Spike,NA,NA,NA,Spleen,T cells,IPeri,Bulk,GPL24247,Expression profiling by high throughput sequencing,Mus musculus,2021/07/26,XLSX,34394127
Natural killer cell transcriptomics following vaccinia virus infection of mice,"RNA-seq analysis identified differentially regulated genes in purified NK cells isolated from naïve mice or those vaccinated with vaccinia virus. DEGs were compared with Overall design: Splenic NK cells were isolated by FACS from black 6 mice at day 0, day 1.5 and day 6.5 following intradermal inncoulation of mice with vaccinia virus strain Western Reserve. RNAseq was carried out on RNA extracted from these cells",GSE225180,"vaccinia, nk cells, spleen",NA,0//1.5//6.5,Hour,NA,AT,Virus,Smallpox,NA,Whole,NA,NA,NA,Spleen,NK cells,IN,Bulk,GPL19057,Expression profiling by high throughput sequencing,Mus musculus,2023/02/13,TXT,36911702
