MGI Marker Accession ID,Mouse Gene Symbol,Mouse NCBI Gene ID,HGNC ID,Human Gene Symbol,Human NCBI Gene ID
MGI:1859852,Hes6,55927,HGNC:18254,HES6,55502
MGI:2135679,Hes7,84653,HGNC:15977,HES7,84667
MGI:96071,Hesx1,15209,HGNC:4877,HESX1,8820
MGI:96073,Hexa,15211,HGNC:4878,HEXA,3073
MGI:96074,Hexb,15212,HGNC:4879,HEXB,3074
MGI:3605542,Hexd,238023,HGNC:26307,HEXD,284004
MGI:2385923,Hexim1,192231,HGNC:24953,HEXIM1,10614
MGI:1918309,Hexim2,71059,HGNC:28591,HEXIM2,124790
MGI:1341800,Hey1,15213,HGNC:4880,HEY1,23462
MGI:1341884,Hey2,15214,HGNC:4881,HEY2,23493
MGI:1860511,Heyl,56198,HGNC:4882,HEYL,26508
MGI:109191,Hfe,15216,HGNC:4886,HFE,3077
MGI:3036246,Hfm1,330149,HGNC:20193,HFM1,164045
MGI:96078,Hgd,15233,HGNC:4892,HGD,3081
MGI:96079,Hgf,15234,HGNC:4893,HGF,3082
MGI:1859281,Hgfac,54426,HGNC:4894,HGFAC,3083
MGI:1930628,Hgh1,59053,HGNC:24161,HGH1,51236
MGI:104681,Hgs,15239,HGNC:4897,HGS,9146
MGI:1196297,Hgsnat,52120,HGNC:26527,HGSNAT,138050
MGI:2444681,Hhat,226861,HGNC:18270,HHAT,55733
MGI:1922020,Hhatl,74770,HGNC:13242,HHATL,57467
MGI:96086,Hhex,15242,HGNC:4901,HHEX,3087
MGI:1341847,Hhip,15245,HGNC:14866,HHIP,64399
MGI:1919265,Hhipl1,214305,HGNC:19710,HHIPL1,84439
MGI:1926022,Hhipl2,78772,HGNC:25842,HHIPL2,79802
MGI:3615329,Hhla1,654498,HGNC:4904,HHLA1,10086
MGI:1889802,Hibadh,58875,HGNC:4907,HIBADH,11112
MGI:1923792,Hibch,227095,HGNC:4908,HIBCH,26275
MGI:1338010,Hic1,15248,HGNC:4909,HIC1,3090
MGI:1929869,Hic2,58180,HGNC:18595,HIC2,23119
MGI:2445087,Hid1,217310,HGNC:15736,HID1,283987
MGI:106918,Hif1a,15251,HGNC:4910,HIF1A,3091
MGI:2442345,Hif1an,319594,HGNC:17113,HIF1AN,55662
MGI:1859778,Hif3a,53417,HGNC:15825,HIF3A,64344
MGI:1930666,Higd1a,56295,HGNC:29527,HIGD1A,25994
MGI:1922939,Higd1b,75689,HGNC:24318,HIGD1B,51751
MGI:2685767,Higd1c,380975,HGNC:28044,HIGD1C,613227
MGI:96738,Hikeshi,67669,HGNC:26938,HIKESHI,51501
MGI:1916823,Hilpda,69573,HGNC:28859,HILPDA,29923
MGI:2429620,Hinfp,102423,HGNC:17850,HINFP,25988
MGI:1321133,Hint1,15254,HGNC:4912,HINT1,3094
MGI:1916167,Hint2,68917,HGNC:18344,HINT2,84681
MGI:1914097,Hint3,66847,HGNC:18468,HINT3,135114
MGI:1099804,Hip1,215114,HGNC:4913,HIP1,3092
MGI:1352504,Hip1r,29816,HGNC:18415,HIP1R,9026
MGI:1314873,Hipk1,15257,HGNC:19006,HIPK1,204851
MGI:1314872,Hipk2,15258,HGNC:14402,HIPK2,28996
MGI:1314882,Hipk3,15259,HGNC:4915,HIPK3,10114
MGI:2685008,Hipk4,233020,HGNC:19007,HIPK4,147746
MGI:99430,Hira,15260,HGNC:4916,HIRA,7290
MGI:2142364,Hirip3,233876,HGNC:4917,HIRIP3,8479
MGI:96100,Hivep1,110521,HGNC:4920,HIVEP1,3096
MGI:1338076,Hivep2,15273,HGNC:4921,HIVEP2,3097
MGI:106589,Hivep3,16656,HGNC:13561,HIVEP3,59269
MGI:2685821,Hjurp,381280,HGNC:25444,HJURP,55355
MGI:1916835,Hjv,69585,HGNC:4887,HJV,148738
MGI:96103,Hk1,15275,HGNC:4922,HK1,3098
MGI:1315197,Hk2,15277,HGNC:4923,HK2,3099
MGI:2670962,Hk3,212032,HGNC:4925,HK3,3101
MGI:2384910,Hkdc1,216019,HGNC:23302,HKDC1,80201
MGI:894646,Hlcs,110948,HGNC:4976,HLCS,3141
MGI:96108,Hlf,217082,HGNC:4977,HLF,3131
MGI:1196437,Hltf,20585,HGNC:11099,HLTF,6596
MGI:96109,Hlx,15284,HGNC:4978,HLX,3142
MGI:2445066,Hmbox1,219150,HGNC:26137,HMBOX1,79618
MGI:96112,Hmbs,15288,HGNC:4982,HMBS,3145
MGI:1914053,Hmces,232210,HGNC:24446,HMCES,56941
MGI:2685047,Hmcn1,545370,HGNC:19194,HMCN1,83872
MGI:2677838,Hmcn2,665700,HGNC:21293,HMCN2,256158
MGI:1914117,Hmg20a,66867,HGNC:5001,HMG20A,10363
MGI:1341190,Hmg20b,15353,HGNC:5002,HMG20B,10362
MGI:101761,Hmga2,15364,HGNC:5009,HMGA2,8091
MGI:96113,Hmgb1,15289,HGNC:4983,HMGB1,3146
MGI:96157,Hmgb2,97165,HGNC:5000,HMGB2,3148
MGI:1098219,Hmgb3,15354,HGNC:5004,HMGB3,3149
MGI:1916567,Hmgb4,69317,HGNC:24954,HMGB4,127540
MGI:96158,Hmgcl,15356,HGNC:5005,HMGCL,3155
MGI:2446108,Hmgcll1,208982,HGNC:21359,HMGCLL1,54511
MGI:96159,Hmgcr,15357,HGNC:5006,HMGCR,3156
MGI:107592,Hmgcs1,208715,HGNC:5007,HMGCS1,3157
MGI:101939,Hmgcs2,15360,HGNC:5008,HMGCS2,3158
MGI:96120,Hmgn1,15312,HGNC:4984,HMGN1,3150
MGI:96136,Hmgn2,15331,HGNC:4986,HMGN2,3151
MGI:2138069,Hmgn3,94353,HGNC:12312,HMGN3,9324
MGI:1355295,Hmgn5,50887,HGNC:8013,HMGN5,79366
MGI:2441817,Hmgxb3,106894,HGNC:28982,HMGXB3,22993
MGI:1918073,Hmgxb4,70823,HGNC:5003,HMGXB4,10042
MGI:104667,Hmmr,15366,HGNC:5012,HMMR,3161
MGI:96163,Hmox1,15368,HGNC:5013,HMOX1,3162
MGI:109373,Hmox2,15369,HGNC:5014,HMOX2,3163
MGI:107178,Hmx1,15371,HGNC:5017,HMX1,3166
MGI:107159,Hmx2,15372,HGNC:5018,HMX2,3167
MGI:107160,Hmx3,15373,HGNC:5019,HMX3,340784
MGI:98504,Hnf1a,21405,HGNC:11621,HNF1A,6927
MGI:98505,Hnf1b,21410,HGNC:11630,HNF1B,6928
MGI:109128,Hnf4a,15378,HGNC:5024,HNF4A,3172
MGI:1353604,Hnf4g,30942,HGNC:5026,HNF4G,3174
MGI:2153181,Hnmt,140483,HGNC:5028,HNMT,3176
MGI:1924384,Hnrnpa0,77134,HGNC:5030,HNRNPA0,10949
MGI:104819,Hnrnpa2b1,53379,HGNC:5033,HNRNPA2B1,3181
MGI:1917171,Hnrnpa3,229279,HGNC:24941,HNRNPA3,220988
MGI:1330294,Hnrnpab,15384,HGNC:5034,HNRNPAB,3182
MGI:101947,Hnrnpd,11991,HGNC:5036,HNRNPD,3184
MGI:1355299,Hnrnpdl,50926,HGNC:5037,HNRNPDL,9987
MGI:2138741,Hnrnpf,98758,HGNC:5039,HNRNPF,3185
MGI:1891925,Hnrnph1,59013,HGNC:5041,HNRNPH1,3187
MGI:1201779,Hnrnph2,56258,HGNC:5042,HNRNPH2,3188
MGI:1926462,Hnrnph3,432467,HGNC:5043,HNRNPH3,3189
MGI:99894,Hnrnpk,15387,HGNC:5044,HNRNPK,3190
MGI:104816,Hnrnpl,15388,HGNC:5045,HNRNPL,3191
MGI:1919942,Hnrnpll,72692,HGNC:25127,HNRNPLL,92906
MGI:1926465,Hnrnpm,76936,HGNC:5046,HNRNPM,4670
MGI:1891692,Hnrnpr,74326,HGNC:5047,HNRNPR,10236
MGI:1858195,Hnrnpu,51810,HGNC:5048,HNRNPU,3192
MGI:2443517,Hnrnpul1,232989,HGNC:17011,HNRNPUL1,11100
MGI:1915943,Hnrnpul2,68693,HGNC:25451,HNRNPUL2,221092
MGI:1921013,Hoatz,235345,HGNC:25061,HOATZ,399949
MGI:1914682,Hoga1,67432,HGNC:25155,HOGA1,112817
MGI:1347345,Homer1,26556,HGNC:17512,HOMER1,9456
MGI:1347354,Homer2,26557,HGNC:17513,HOMER2,9455
MGI:1347359,Homer3,26558,HGNC:17514,HOMER3,9454
MGI:2678023,Homez,239099,HGNC:20164,HOMEZ,57594
MGI:1925213,Hook1,77963,HGNC:19884,HOOK1,51361
MGI:2181664,Hook2,170833,HGNC:19885,HOOK2,29911
MGI:2443554,Hook3,320191,HGNC:23576,HOOK3,84376
MGI:1916782,Hopx,74318,HGNC:24961,HOPX,84525
MGI:1915231,Hormad1,67981,HGNC:25245,HORMAD1,84072
MGI:1923078,Hormad2,75828,HGNC:28383,HORMAD2,150280
MGI:96170,Hoxa1,15394,HGNC:5099,HOXA1,3198
MGI:96171,Hoxa10,15395,HGNC:5100,HOXA10,3206
MGI:96172,Hoxa11,15396,HGNC:5101,HOXA11,3207
MGI:96173,Hoxa13,15398,HGNC:5102,HOXA13,3209
MGI:96174,Hoxa2,15399,HGNC:5103,HOXA2,3199
MGI:96175,Hoxa3,15400,HGNC:5104,HOXA3,3200
MGI:96176,Hoxa4,15401,HGNC:5105,HOXA4,3201
MGI:96177,Hoxa5,15402,HGNC:5106,HOXA5,3202
MGI:96178,Hoxa6,15403,HGNC:5107,HOXA6,3203
MGI:96179,Hoxa7,15404,HGNC:5108,HOXA7,3204
MGI:96180,Hoxa9,15405,HGNC:5109,HOXA9,3205
MGI:96182,Hoxb1,15407,HGNC:5111,HOXB1,3211
MGI:107730,Hoxb13,15408,HGNC:5112,HOXB13,10481
MGI:96183,Hoxb2,103889,HGNC:5113,HOXB2,3212
MGI:96184,Hoxb3,15410,HGNC:5114,HOXB3,3213
MGI:96185,Hoxb4,15412,HGNC:5115,HOXB4,3214
MGI:96186,Hoxb5,15413,HGNC:5116,HOXB5,3215
MGI:96187,Hoxb6,15414,HGNC:5117,HOXB6,3216
MGI:96188,Hoxb7,15415,HGNC:5118,HOXB7,3217
MGI:96189,Hoxb8,15416,HGNC:5119,HOXB8,3218
MGI:96190,Hoxb9,15417,HGNC:5120,HOXB9,3219
MGI:96192,Hoxc10,209448,HGNC:5122,HOXC10,3226
MGI:96193,Hoxc11,109663,HGNC:5123,HOXC11,3227
MGI:96194,Hoxc12,15421,HGNC:5124,HOXC12,3228
MGI:99560,Hoxc13,15422,HGNC:5125,HOXC13,3229
MGI:96195,Hoxc4,15423,HGNC:5126,HOXC4,3221
MGI:96196,Hoxc5,15424,HGNC:5127,HOXC5,3222
MGI:96197,Hoxc6,15425,HGNC:5128,HOXC6,3223
MGI:96198,Hoxc8,15426,HGNC:5129,HOXC8,3224
MGI:96199,Hoxc9,15427,HGNC:5130,HOXC9,3225
MGI:96201,Hoxd1,15429,HGNC:5132,HOXD1,3231
MGI:96202,Hoxd10,15430,HGNC:5133,HOXD10,3236
MGI:96203,Hoxd11,15431,HGNC:5134,HOXD11,3237
MGI:96204,Hoxd12,15432,HGNC:5135,HOXD12,3238
MGI:96205,Hoxd13,15433,HGNC:5136,HOXD13,3239
MGI:96207,Hoxd3,15434,HGNC:5137,HOXD3,3232
MGI:96208,Hoxd4,15436,HGNC:5138,HOXD4,3233
MGI:96209,Hoxd8,15437,HGNC:5139,HOXD8,3234
MGI:96210,Hoxd9,15438,HGNC:5140,HOXD9,3235
MGI:109369,Hp1bp3,15441,HGNC:24973,HP1BP3,50809
MGI:1336200,Hpca,15444,HGNC:5144,HPCA,3208
MGI:1855689,Hpcal1,53602,HGNC:5145,HPCAL1,3241
MGI:2157521,Hpcal4,170638,HGNC:18212,HPCAL4,51440
MGI:96213,Hpd,15445,HGNC:5147,HPD,3242
MGI:2444646,Hpdl,242642,HGNC:28242,HPDL,84842
MGI:1919862,Hpf1,72612,HGNC:26051,HPF1,54969
MGI:108085,Hpgd,15446,HGNC:5154,HPGD,3248
MGI:1859384,Hpgds,54486,HGNC:17890,HPGDS,27306
MGI:1196620,Hpn,15451,HGNC:5155,HPN,3249
MGI:96217,Hprt1,15452,HGNC:5157,HPRT1,3251
MGI:2177763,Hps1,192236,HGNC:5163,HPS1,3257
MGI:2153839,Hps3,12807,HGNC:15597,HPS3,84343
MGI:2177742,Hps4,192232,HGNC:15844,HPS4,89781
MGI:2180307,Hps5,246694,HGNC:17022,HPS5,11234
MGI:2181763,Hps6,20170,HGNC:18817,HPS6,79803
MGI:1343124,Hpse,15442,HGNC:5164,HPSE,10855
MGI:2685814,Hpse2,545291,HGNC:18374,HPSE2,60495
MGI:105112,Hpx,15458,HGNC:5171,HPX,3263
MGI:96223,Hr,15460,HGNC:5172,HR,55806
MGI:96224,Hras,15461,HGNC:5173,HRAS,3265
MGI:96226,Hrc,15464,HGNC:5178,HRC,3270
MGI:1917945,Hrct1,100039781,HGNC:33872,HRCT1,646962
MGI:2146636,Hrg,94175,HGNC:5181,HRG,3273
MGI:107619,Hrh1,15465,HGNC:5182,HRH1,3269
MGI:108482,Hrh2,15466,HGNC:5183,HRH2,3274
MGI:2139279,Hrh3,99296,HGNC:5184,HRH3,11255
MGI:2429635,Hrh4,225192,HGNC:17383,HRH4,59340
MGI:1201608,Hrk,12123,HGNC:5185,HRK,8739
MGI:3046938,Hrnr,68723,HGNC:20846,HRNR,388697
MGI:2387601,Hrob,217216,HGNC:28460,HROB,78995
MGI:1913224,Hs1bp3,58240,HGNC:24979,HS1BP3,64342
MGI:1346049,Hs2st1,23908,HGNC:5193,HS2ST1,9653
MGI:1201606,Hs3st1,15476,HGNC:5194,HS3ST1,9957
MGI:1333802,Hs3st2,195646,HGNC:5195,HS3ST2,9956
MGI:1333861,Hs3st3a1,15478,HGNC:5196,HS3ST3A1,9955
MGI:1333853,Hs3st3b1,54710,HGNC:5198,HS3ST3B1,9953
MGI:1333792,Hs3st4,628779,HGNC:5200,HS3ST4,9951
MGI:2441996,Hs3st5,319415,HGNC:19419,HS3ST5,222537
MGI:3580487,Hs3st6,328779,HGNC:14178,HS3ST6,64711
MGI:1354958,Hs6st1,50785,HGNC:5201,HS6ST1,9394
MGI:1354959,Hs6st2,50786,HGNC:19133,HS6ST2,90161
MGI:1354960,Hs6st3,50787,HGNC:19134,HS6ST3,266722
MGI:1915446,Hsbp1,68196,HGNC:5203,HSBP1,3281
MGI:1913505,Hsbp1l1,66255,HGNC:37243,HSBP1L1,440498
MGI:2141135,Hscb,100900,HGNC:28913,HSCB,150274
MGI:103562,Hsd11b1,15483,HGNC:5208,HSD11B1,3290
MGI:104720,Hsd11b2,15484,HGNC:5209,HSD11B2,3291
MGI:105077,Hsd17b1,15485,HGNC:5210,HSD17B1,3292
MGI:1333871,Hsd17b10,15108,HGNC:4800,HSD17B10,3028
MGI:2149821,Hsd17b11,114664,HGNC:22960,HSD17B11,51170
MGI:1926967,Hsd17b12,56348,HGNC:18646,HSD17B12,51144
MGI:2140804,Hsd17b13,243168,HGNC:18685,HSD17B13,345275
MGI:1913315,Hsd17b14,66065,HGNC:23238,HSD17B14,51171
MGI:1096386,Hsd17b2,15486,HGNC:5211,HSD17B2,3294
MGI:107177,Hsd17b3,15487,HGNC:5212,HSD17B3,3293
MGI:105089,Hsd17b4,15488,HGNC:5213,HSD17B4,3295
MGI:1351670,Hsd17b6,27400,HGNC:23316,HSD17B6,8630
MGI:1330808,Hsd17b7,15490,HGNC:5215,HSD17B7,51478
MGI:95911,Hsd17b8,14979,HGNC:3554,HSD17B8,7923
MGI:2141879,Hsd3b7,101502,HGNC:18324,HSD3B7,80270
MGI:1919802,Hsdl1,72552,HGNC:16475,HSDL1,83693
MGI:1919729,Hsdl2,72479,HGNC:18572,HSDL2,84263
MGI:96238,Hsf1,15499,HGNC:5224,HSF1,3297
MGI:96239,Hsf2,15500,HGNC:5225,HSF2,3298
MGI:1921627,Hsf2bp,74377,HGNC:5226,HSF2BP,11077
MGI:1347058,Hsf4,26386,HGNC:5227,HSF4,3299
MGI:2685585,Hsf5,327992,HGNC:26862,HSF5,124535
MGI:2676364,Hsh2d,209488,HGNC:24920,HSH2D,84941
MGI:1920692,Hspa12a,73442,HGNC:19022,HSPA12A,259217
MGI:1919880,Hspa12b,72630,HGNC:16193,HSPA12B,116835
MGI:1309463,Hspa13,110920,HGNC:11375,HSPA13,6782
MGI:1354164,Hspa14,50497,HGNC:29526,HSPA14,51182
MGI:96244,Hspa1a,193740,HGNC:5232,HSPA1A,3303
MGI:99517,Hspa1b,15511,HGNC:5233,HSPA1B,3304
MGI:96231,Hspa1l,15482,HGNC:5234,HSPA1L,3305
MGI:96243,Hspa2,15512,HGNC:5235,HSPA2,3306
MGI:1342292,Hspa4,15525,HGNC:5237,HSPA4,3308
MGI:107422,Hspa4l,18415,HGNC:17041,HSPA4L,22824
MGI:95835,Hspa5,14828,HGNC:5238,HSPA5,3309
MGI:105384,Hspa8,15481,HGNC:5241,HSPA8,3312
MGI:96245,Hspa9,15526,HGNC:5244,HSPA9,3313
MGI:96240,Hspb1,15507,HGNC:5246,HSPB1,3315
MGI:1916503,Hspb2,69253,HGNC:5247,HSPB2,3316
MGI:1928479,Hspb3,56534,HGNC:5248,HSPB3,8988
MGI:2685325,Hspb6,243912,HGNC:26511,HSPB6,126393
MGI:1352494,Hspb7,29818,HGNC:5249,HSPB7,27129
MGI:2135756,Hspb8,80888,HGNC:30171,HSPB8,26353
MGI:1922732,Hspb9,75482,HGNC:30589,HSPB9,94086
MGI:1913917,Hspbap1,66667,HGNC:16389,HSPBAP1,79663
MGI:1913495,Hspbp1,66245,HGNC:24989,HSPBP1,23640
MGI:96242,Hspd1,15510,HGNC:5261,HSPD1,3329
MGI:96257,Hspg2,15530,HGNC:5273,HSPG2,3339
MGI:105053,Hsph1,15505,HGNC:16969,HSPH1,10808
MGI:1859271,Htatip2,53415,HGNC:16637,HTATIP2,10553
MGI:1919709,Htatsf1,72459,HGNC:5276,HTATSF1,27336
MGI:96273,Htr1a,15550,HGNC:5286,HTR1A,3350
MGI:96274,Htr1b,15551,HGNC:5287,HTR1B,3351
MGI:96276,Htr1d,15552,HGNC:5289,HTR1D,3352
MGI:99842,Htr1f,15557,HGNC:5292,HTR1F,3355
MGI:109521,Htr2a,15558,HGNC:5293,HTR2A,3356
MGI:109323,Htr2b,15559,HGNC:5294,HTR2B,3357
MGI:96281,Htr2c,15560,HGNC:5295,HTR2C,3358
MGI:96282,Htr3a,15561,HGNC:5297,HTR3A,3359
MGI:1861899,Htr3b,57014,HGNC:5298,HTR3B,9177
MGI:109246,Htr4,15562,HGNC:5299,HTR4,3360
MGI:96283,Htr5a,15563,HGNC:5300,HTR5A,3361
MGI:1196627,Htr6,15565,HGNC:5301,HTR6,3362
MGI:99841,Htr7,15566,HGNC:5302,HTR7,3363
MGI:1929076,Htra1,56213,HGNC:9476,HTRA1,5654
MGI:1928676,Htra2,64704,HGNC:14348,HTRA2,27429
MGI:1925808,Htra3,78558,HGNC:30406,HTRA3,94031
MGI:3036260,Htra4,330723,HGNC:26909,HTRA4,203100
MGI:96067,Htt,15194,HGNC:4851,HTT,3064
MGI:1347352,Hunk,26559,HGNC:13326,HUNK,30811
MGI:1277962,Hus1,15574,HGNC:5309,HUS1,3364
MGI:2671003,Hus1b,210554,HGNC:16485,HUS1B,135458
MGI:1926884,Huwe1,59026,HGNC:30892,HUWE1,10075
MGI:1921346,Hvcn1,74096,HGNC:28240,HVCN1,84329
MGI:96298,Hyal1,15586,HGNC:5320,HYAL1,3373
MGI:1196334,Hyal2,15587,HGNC:5321,HYAL2,8692
MGI:1330288,Hyal3,109685,HGNC:5322,HYAL3,8372
MGI:1924292,Hyal4,77042,HGNC:5323,HYAL4,23553
MGI:1921659,Hyal6,74409,HGNC:5324,HYAL6P,26062
MGI:2149839,Hycc1,84652,HGNC:24587,HYCC1,84668
MGI:1098784,Hycc2,213056,HGNC:28593,HYCC2,285172
MGI:2389007,Hydin,244653,HGNC:19368,HYDIN,54768
MGI:2443139,Hykk,235386,HGNC:34403,HYKK,123688
MGI:1924082,Hyls1,76832,HGNC:26558,HYLS1,219844
MGI:108030,Hyou1,12282,HGNC:16931,HYOU1,10525
MGI:1914943,Hypk,67693,HGNC:18418,HYPK,25764
MGI:3588284,I830077J02Rik,433638,HGNC:28344,C1orf162,128346
MGI:1914982,Iah1,67732,HGNC:27696,IAH1,285148
MGI:96382,Iapp,15874,HGNC:5329,IAPP,3375
MGI:2145219,Iars1,105148,HGNC:5330,IARS1,3376
MGI:1919586,Iars2,381314,HGNC:29685,IARS2,55699
MGI:3041174,Iba57,216792,HGNC:27302,IBA57,200205
MGI:96389,Ibsp,15891,HGNC:5341,IBSP,3381
MGI:1918677,Ibtk,108837,HGNC:17853,IBTK,25998
MGI:96391,Ica1,15893,HGNC:5343,ICA1,3382
MGI:1917625,Ica1l,70375,HGNC:14442,ICA1L,130026
MGI:96392,Icam1,15894,HGNC:5344,ICAM1,3383
MGI:96394,Icam2,15896,HGNC:5345,ICAM2,3384
MGI:1925619,Icam4,78369,HGNC:5347,ICAM4,3386
MGI:109430,Icam5,15898,HGNC:5348,ICAM5,7087
MGI:2385865,Ice1,218333,HGNC:29154,ICE1,23379
MGI:2135947,Ice2,93697,HGNC:29885,ICE2,79664
MGI:1888594,Icmt,57295,HGNC:5350,ICMT,23463
MGI:1858745,Icos,54167,HGNC:5351,ICOS,29851
MGI:1354701,Icosl,50723,HGNC:17087,ICOSLG,23308
MGI:96396,Id1,15901,HGNC:5360,ID1,3397
MGI:96397,Id2,15902,HGNC:5361,ID2,3398
MGI:96398,Id3,15903,HGNC:5362,ID3,3399
MGI:99414,Id4,15904,HGNC:5363,ID4,3400
MGI:96412,Ide,15925,HGNC:5381,IDE,3416
MGI:96413,Idh1,15926,HGNC:5382,IDH1,3417
MGI:96414,Idh2,269951,HGNC:5383,IDH2,3418
MGI:1915084,Idh3a,67834,HGNC:5384,IDH3A,3419
MGI:2158650,Idh3b,170718,HGNC:5385,IDH3B,3420
MGI:1099463,Idh3g,15929,HGNC:5386,IDH3G,3421
MGI:2442264,Idi1,319554,HGNC:5387,IDI1,3422
MGI:2444315,Idi2,320581,HGNC:23487,IDI2,91734
MGI:1922981,Idnk,75731,HGNC:31367,IDNK,414328
MGI:96416,Ido1,15930,HGNC:6059,IDO1,3620
MGI:2142489,Ido2,209176,HGNC:27269,IDO2,169355
MGI:96417,Ids,15931,HGNC:5389,IDS,3423
MGI:96418,Idua,15932,HGNC:5391,IDUA,3425
MGI:104815,Ier2,15936,HGNC:28871,IER2,9592
MGI:104814,Ier3,15937,HGNC:5392,IER3,8870
MGI:1913441,Ier3ip1,66191,HGNC:18550,IER3IP1,51124
MGI:1337072,Ier5,15939,HGNC:5393,IER5,51278
MGI:1919750,Ier5l,72500,HGNC:23679,IER5L,389792
MGI:2444516,Iffo1,320678,HGNC:24970,IFFO1,25900
MGI:2140675,Iffo2,212632,HGNC:27006,IFFO2,126917
MGI:2137648,Ifi30,65972,HGNC:5398,IFI30,10437
MGI:1917360,Ifi35,70110,HGNC:5399,IFI35,3430
MGI:2443016,Ifi44,99899,HGNC:16938,IFI44,10561
MGI:95975,Ifi44l,15061,HGNC:17817,IFI44L,10964
MGI:1918836,Ifih1,71586,HGNC:18873,IFIH1,64135
MGI:99449,Ifit2,15958,HGNC:5409,IFIT2,3433
MGI:2444776,Ifitm10,320802,HGNC:40022,IFITM10,402778
MGI:1934923,Ifitm5,73835,HGNC:16644,IFITM5,387733
MGI:107658,Ifnar1,15975,HGNC:5432,IFNAR1,3454
MGI:1098243,Ifnar2,15976,HGNC:5433,IFNAR2,3455
MGI:107657,Ifnb1,15977,HGNC:5434,IFNB1,3456
MGI:2667156,Ifne,230405,HGNC:18163,IFNE,338376
MGI:107656,Ifng,15978,HGNC:5438,IFNG,3458
MGI:107655,Ifngr1,15979,HGNC:5439,IFNGR1,3459
MGI:107654,Ifngr2,15980,HGNC:5440,IFNGR2,3460
MGI:2683287,Ifnk,387510,HGNC:21714,IFNK,56832
MGI:2429859,Ifnlr1,242700,HGNC:18584,IFNLR1,163702
MGI:1316717,Ifrd1,15982,HGNC:5456,IFRD1,3475
MGI:1316708,Ifrd2,15983,HGNC:5457,IFRD2,7866
MGI:1932386,Ift122,81896,HGNC:13556,IFT122,55764
MGI:2146906,Ift140,106633,HGNC:29077,IFT140,9742
MGI:2682064,Ift172,67661,HGNC:30391,IFT172,26160
MGI:1915585,Ift20,55978,HGNC:30989,IFT20,90410
MGI:1914536,Ift22,67286,HGNC:21895,IFT22,64792
MGI:1920188,Ift25,72938,HGNC:25019,IFT25,51668
MGI:1914292,Ift27,67042,HGNC:18626,IFT27,11020
MGI:1923661,Ift43,76411,HGNC:29669,IFT43,112752
MGI:1923818,Ift46,76568,HGNC:26146,IFT46,56912
MGI:2387217,Ift52,245866,HGNC:15901,IFT52,51098
MGI:2444853,Ift56,264134,HGNC:21882,IFT56,79989
MGI:1921166,Ift57,73916,HGNC:17367,IFT57,55081
MGI:1914944,Ift74,67694,HGNC:21424,IFT74,80173
MGI:1915509,Ift80,68259,HGNC:29262,IFT80,57560
MGI:1098597,Ift81,12589,HGNC:14313,IFT81,28981
MGI:98715,Ift88,21821,HGNC:20606,IFT88,8100
MGI:1915420,Iftap,68170,HGNC:25142,IFTAP,119710
MGI:1202390,Igdcc3,19289,HGNC:9700,IGDCC3,9543
MGI:1858497,Igdcc4,56741,HGNC:13770,IGDCC4,57722
MGI:96432,Igf1,16000,HGNC:5464,IGF1,3479
MGI:96433,Igf1r,16001,HGNC:5465,IGF1R,3480
MGI:96434,Igf2,16002,HGNC:5466,IGF2,3481
MGI:1890357,Igf2bp1,140486,HGNC:28866,IGF2BP1,10642
MGI:1890358,Igf2bp2,319765,HGNC:28867,IGF2BP2,10644
MGI:1890359,Igf2bp3,140488,HGNC:28868,IGF2BP3,10643
MGI:96435,Igf2r,16004,HGNC:5467,IGF2R,3482
MGI:107973,Igfals,16005,HGNC:5468,IGFALS,3483
MGI:96436,Igfbp1,16006,HGNC:5469,IGFBP1,3484
MGI:96437,Igfbp2,16008,HGNC:5471,IGFBP2,3485
MGI:96438,Igfbp3,16009,HGNC:5472,IGFBP3,3486
MGI:96439,Igfbp4,16010,HGNC:5473,IGFBP4,3487
MGI:96440,Igfbp5,16011,HGNC:5474,IGFBP5,3488
MGI:96441,Igfbp6,16012,HGNC:5475,IGFBP6,3489
MGI:1352480,Igfbp7,29817,HGNC:5476,IGFBP7,3490
MGI:1933198,Igfbpl1,75426,HGNC:20081,IGFBPL1,347252
MGI:3655979,Igflr1,101883,HGNC:23620,IGFLR1,79713
MGI:3045352,Igfn1,226438,HGNC:24607,IGFN1,91156
MGI:99954,Ighmbp2,20589,HGNC:5542,IGHMBP2,3508
MGI:1924271,Igip,109169,HGNC:33847,IGIP,492311
MGI:2686277,Iglon5,210094,HGNC:34550,IGLON5,402665
MGI:2147913,Igsf1,209268,HGNC:5948,IGSF1,3547
MGI:1923481,Igsf10,242050,HGNC:26384,IGSF10,285313
MGI:2388477,Igsf11,207683,HGNC:16669,IGSF11,152404
MGI:2681842,Igsf21,230868,HGNC:28246,IGSF21,84966
MGI:1917330,Igsf23,70080,HGNC:40040,IGSF23,147710
MGI:1926158,Igsf3,78908,HGNC:5950,IGSF3,3321
MGI:1919308,Igsf5,72058,HGNC:5952,IGSF5,150084
MGI:1891393,Igsf6,80719,HGNC:5953,IGSF6,10261
MGI:2154090,Igsf8,140559,HGNC:17813,IGSF8,93185
MGI:2135283,Igsf9,93842,HGNC:18132,IGSF9,57549
MGI:2685354,Igsf9b,235086,HGNC:32326,IGSF9B,22997
MGI:96533,Ihh,16147,HGNC:5956,IHH,3549
MGI:3612242,Iho1,434438,HGNC:27945,IHO1,339834
